class,pred1,pred2,equals,Summary,Description,Enviroment
Other,Other,Other,True,Correlations are missing in UML2SD Log Interaction view.,"Import the access, error and WAS trace logs attached, and create UML & Time correlation. there should have correlations between access and trace logs, but they are not shown in the UML2SD log interaction view. correlation proxy contains the correlations but they are not shown in view. Reference IIOSB 32014",ECLIPSE
Other,Other,Other,True,Migrate all Hyades examples to be NL-enabled.,"Migrate all Hyades examples to be NL-enabled. For example, create plugin.properties for all translatable strings.",ECLIPSE
Other,Other,Other,True,Overview is too small,"The Overivew is too small to view in Log Interactions view. The Overview is so small that the lifelines are all packed together, and user cannot see the message(correlatios) in between the lifelines. Suggest to have the Overview in a bigger scale, eg. at least half the size of the current UML2SD view pane size, or the min of either the vertical or horizontal size of the UML2SD view pane.",ECLIPSE
Other,Other,Other,True,APIs to disable Show Caller/Called Message action,We need to disable the Show Caller/Called Message in the pull-down actions. The 2 action are not applicable to the Messages shown in Log Interactions view.,ECLIPSE
Other,Other,Other,True,Cannot re-edit a class that extends Composite,"Create a new visual class extending a SWT Composite. Drop a Button onto the composite, save and reopen the editor. The Button doesn't show in the graph viewer and in the beans viewer it shows on the canvas with an information error: bounds : java.lang.NullPointerException(null) I don't think the remote VM can handle THIS in the statement: button = new Button(this, SWT.NONE)",ECLIPSE
Other,Configuration Bug Report,Configuration Bug Report,False,Create Manifest file for GLA plugins,"As of Eclipse v3.1, the recommended way to package plugins is as OSGi bundles (manifest files) and using jar files. Although they are fairly easy to do, combined these changes will improve unzip/install time, reduce disk footprint by 30% or more, reduce startup time, and improve runtime management of the plugins. Steps for creating the manifest file and for defining the plugin packaging in one jar( for a concrete sample look at the o.e.h.ui plugin): - create the Manifest file Open the plugin.xml file then select on the Overview page the 'create an OSGI bundel manifest' option. This will automatically create the manifest file and update the build.properties - set the plugin to be packaged in one jar. To do that: 1.Open the manifest.mf file then delete the Bundle-Classpath header. 2. Change the build.properties: Change all occurences of the old jar name to simply a dot. (.) There should be one on the bin.includes line. For instance, if your bin.includes line used to have core.jar, that will be replaced with a ..For instance: bin.includes=about.html,.,META-INF/MANIFEST.MF Change source.foo.jar= to source..= (that is source dot dot) Change output.foo.jar= to output..= (that is output dot dot) There may be others like jars.compile.order, etc 3.Change the feature : find all features that list your plug-in and add following to the related <plugin> tag: unpack=""false""",ECLIPSE
Other,Other,Other,True,New visual class templates should be in respective plugins,"The new visual class templates are all bundled together in the o.e.ve.java.core plugin, under the templates folder. This should not be so and each plugin who wishes to contribute to the new visual class wizard should have the templates in their plugin itself. Ex: the ShellSourceContributor has its javajet file in the org.eclipse.ve.java.core\templates\org\eclipse\ve\internal\java\codegen\jjet\wizards\contributors folder.",ECLIPSE
Other,Other,Other,True,Need Text Editor for Link Widget,We need to create a text editor that automatically supplies the anchor tags for a Link Widget's text property. A Link may not have text with no anchor tags and a user who does not realize this will get compile/runtime errors if they try to do this.,ECLIPSE
Other,Other,Other,True,review: Add support for Insiders; Private comments; Private Attachments; Patch for July 12 tip,"Joel Peshkin <bugreport@peshkin.net> has requested review for bug #143826: Add support for Insiders, Private comments, Private Attachments, attachment #91216 [details] [diff] [review]: Patch for July 12 tip. http://bugzilla.mozilla.org/attachment.cgi?id=91216&action=edit Additional Comments from Requester: Changes as noted in prior review have been incorporated",MOZILLA
Other,Other,Other,True,review: Bugzilla should support translated/localized templates; Eighth version: Whitespace fixes; remove ($) prototyping,"Tobias Burnus <burnus@gmx.de> has requested review for bug #126955: Bugzilla should support translated/localized templates, attachment #88445 [details] [diff] [review]: Eighth version: Whitespace fixes, remove ($) prototyping. http://bugzilla.mozilla.org/attachment.cgi?id=88445&action=edit Additional Comments from Requester: Please review. Note that this shouldn't prevent a more sophisticated approches since the defprefs 'languages' and 'defaultlanguages' and also the HTTP Accept Language header part should be rather generic.",MOZILLA
Other,Other,Other,True,review: Bugzilla Helper should be enter_bug.cgi template; Patch v.8,"Gervase Markham <gerv@mozilla.org> has requested review for bug #133559: Bugzilla Helper should be enter_bug.cgi template, attachment #91279 [details] [diff] [review]: Patch v.8. http://bugzilla.mozilla.org/attachment.cgi?id=91279&action=edit Additional Comments from Requester: Could you please review this, and (if it's acceptable) put it up on b.m.o? (I don't want to keep nagging you about this, so I thought opening a review request was the right way to go.) Gerv",MOZILLA
Other,Other,Other,True,review: buglist.cgi shouldn't find all bugs if loaded without parameters; Patch v.1,"Gervase Markham <gerv@mozilla.org> has requested review for bug #96003: buglist.cgi shouldn't find all bugs if loaded without parameters, attachment #92144 [details] [diff] [review]: Patch v.1. http://bugzilla.mozilla.org/attachment.cgi?id=92144&action=edit Additional Comments from Requester: Myk - you filed this bug; can you rubber-stamp the patch? Gerv",MOZILLA
Other,Other,Other,True,review: if order is the first param to buglist.cgi; can't resort; Patch v.1,"Gervase Markham <gerv@mozilla.org> has requested review for bug #55753: if order is the first param to buglist.cgi, can't resort, attachment #92146 [details] [diff] [review]: Patch v.1. http://bugzilla.mozilla.org/attachment.cgi?id=92146&action=edit Additional Comments from Requester: Could you rubber-stamp this, please? Gerv",MOZILLA
Other,Other,Other,True,review: Remove $onebug cruft.; Patch v.1,"Gervase Markham <gerv@mozilla.org> has requested review for bug #95426: Remove $onebug cruft., attachment #92148 [details] [diff] [review]: Patch v.1. http://bugzilla.mozilla.org/attachment.cgi?id=92148&action=edit Additional Comments from Requester: Pretty trivial; can you rubber-stamp it? Gerv",MOZILLA
Other,Other,Other,True,review: Add support for Insiders; Private comments; Private Attachments; Revised patch with timeless's suggestions,"Joel Peshkin <bugreport@peshkin.net> has requested review for bug #143826: Add support for Insiders, Private comments, Private Attachments, attachment #92189 [details] [diff] [review]: Revised patch with timeless's suggestions. http://bugzilla.mozilla.org/attachment.cgi?id=92189&action=edit Additional Comments from Requester: Style fixes plus useringroup() calls removed from inside loops",MOZILLA
