Bug-ID,Project,Classification,Summary,Description,Link,Enviroment,llm_pred,Explanation
43156,Fop - Now in Jira,Configuration Bug Report,"[PATCH] jdk1,3 compatibility fix for fop-0_94","This patch should fix the following NoSuchMethodError(s) that Vincent reported when running the junit tests on the fop-0_94 branch. --snip-- TEST-FO-tree.txt: ----------------- Testcase: column-number_non-integer.fo took 0,01 sec Caused an ERROR null java.lang.NoSuchMethodError at org.apache.fop.fo.flow.TableFObj$ColumnNumberPropertyMaker.make(TableFObj.java:349) at org.apache.fop.fo.PropertyList.convertAttributeToProperty(PropertyList.java:411) at org.apache.fop.fo.PropertyList.addAttributesToList(PropertyList.java:279) at org.apache.fop.fo.FObj.processNode(FObj.java:121) at org.apache.fop.fo.FOTreeBuilder$MainFOHandler.startElement(FOTreeBuilder.java:320) at org.apache.fop.fo.FOTreeBuilder.startElement(FOTreeBuilder.java:185) at org.xml.sax.helpers.XMLFilterImpl.startElement(Unknown Source) at org.apache.xerces.parsers.AbstractSAXParser.startElement(Unknown Source) at org.apache.xerces.impl.XMLNSDocumentScannerImpl.scanStartElement(Unknown Source) at org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$FragmentContentDispatcher.dispatch(Unknown Source) at org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.scanDocument(Unknown Source) at org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source) at org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source) at org.apache.xerces.parsers.XMLParser.parse(Unknown Source) at org.apache.xerces.parsers.AbstractSAXParser.parse(Unknown Source) at org.apache.xerces.jaxp.SAXParserImpl$JAXPSAXParser.parse(Unknown Source) at org.xml.sax.helpers.XMLFilterImpl.parse(Unknown Source) at org.xml.sax.helpers.XMLFilterImpl.parse(Unknown Source) at org.apache.fop.fotreetest.FOTreeTester.runTest(FOTreeTester.java:79) at org.apache.fop.fotreetest.FOTreeTestSuite$FOTreeTestCase.testMain(FOTreeTestSuite.java:122) at org.apache.fop.fotreetest.FOTreeTestSuite$1.runTest(FOTreeTestSuite.java:101) Testcase: column-number_negative-or-zero.fo took 0,013 sec Caused an ERROR null java.lang.NoSuchMethodError at org.apache.fop.fo.flow.TableFObj$ColumnNumberPropertyMaker.make(TableFObj.java:349) at org.apache.fop.fo.PropertyList.convertAttributeToProperty(PropertyList.java:411) at org.apache.fop.fo.PropertyList.addAttributesToList(PropertyList.java:279) at org.apache.fop.fo.FObj.processNode(FObj.java:121) at org.apache.fop.fo.FOTreeBuilder$MainFOHandler.startElement(FOTreeBuilder.java:320) at org.apache.fop.fo.FOTreeBuilder.startElement(FOTreeBuilder.java:185) at org.xml.sax.helpers.XMLFilterImpl.startElement(Unknown Source) at org.apache.xerces.parsers.AbstractSAXParser.startElement(Unknown Source) at org.apache.xerces.impl.XMLNSDocumentScannerImpl.scanStartElement(Unknown Source) at org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$FragmentContentDispatcher.dispatch(Unknown Source) at org.apache.xerces.impl.XMLDocumentFragmentScannerImpl.scanDocument(Unknown Source) at org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source) at org.apache.xerces.parsers.XML11Configuration.parse(Unknown Source) at org.apache.xerces.parsers.XMLParser.parse(Unknown Source) at org.apache.xerces.parsers.AbstractSAXParser.parse(Unknown Source) at org.apache.xerces.jaxp.SAXParserImpl$JAXPSAXParser.parse(Unknown Source) at org.xml.sax.helpers.XMLFilterImpl.parse(Unknown Source) at org.xml.sax.helpers.XMLFilterImpl.parse(Unknown Source) at org.apache.fop.fotreetest.FOTreeTester.runTest(FOTreeTester.java:79) at org.apache.fop.fotreetest.FOTreeTestSuite$FOTreeTestCase.testMain(FOTreeTestSuite.java:122) at org.apache.fop.fotreetest.FOTreeTestSuite$1.runTest(FOTreeTestSuite.java:101) TEST-intermediate-format.txt: ----------------------------- Testcase: block_white-space-collapse_1.xml took 0,012 sec Caused an ERROR null java.lang.NoSuchMethodError at org.apache.fop.fo.flow.Character$FOCharIterator.remove(Character.java:276) at org.apache.fop.fo.RecursiveCharIterator.remove(RecursiveCharIterator.java:141) at org.apache.fop.fo.XMLWhiteSpaceHandler.handleWhiteSpace(XMLWhiteSpaceHandler.java:258) at org.apache.fop.fo.XMLWhiteSpaceHandler.handleWhiteSpace(XMLWhiteSpaceHandler.java:164) at org.apache.fop.fo.FObjMixed.endOfNode(FObjMixed.java:69) at org.apache.fop.fo.flow.Block.endOfNode(Block.java:145) at org.apache.fop.fo.FOTreeBuilder$MainFOHandler.endElement(FOTreeBuilder.java:378) at org.apache.fop.fo.FOTreeBuilder.endElement(FOTreeBuilder.java:194) at org.apache.xml.serializer.ToXMLSAXHandler.endElement(ToXMLSAXHandler.java:261) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:118) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:114) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:114) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:114) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.transformer.TransformerImpl.applyTemplateToNode(TransformerImpl.java:2281) at org.apache.xalan.transformer.TransformerImpl.transformNode(TransformerImpl.java:1367) at org.apache.xalan.transformer.TransformerImpl.transform(TransformerImpl.java:709) at org.apache.xalan.transformer.TransformerImpl.transform(TransformerImpl.java:1284) at org.apache.xalan.transformer.TransformerImpl.transform(TransformerImpl.java:1262) at org.apache.fop.intermediate.AreaTreeParserTestCase.buildAreaTreeXML(AreaTreeParserTestCase.java:207) at org.apache.fop.intermediate.AreaTreeParserTestCase.setUp(AreaTreeParserTestCase.java:116) Testcase: block_white-space-collapse_2.xml took 0,01 sec Caused an ERROR null java.lang.NoSuchMethodError at org.apache.fop.fo.flow.Character$FOCharIterator.remove(Character.java:276) at org.apache.fop.fo.RecursiveCharIterator.remove(RecursiveCharIterator.java:141) at org.apache.fop.fo.XMLWhiteSpaceHandler.handleWhiteSpace(XMLWhiteSpaceHandler.java:285) at org.apache.fop.fo.XMLWhiteSpaceHandler.handleWhiteSpace(XMLWhiteSpaceHandler.java:164) at org.apache.fop.fo.FObjMixed.endOfNode(FObjMixed.java:69) at org.apache.fop.fo.flow.Block.endOfNode(Block.java:145) at org.apache.fop.fo.FOTreeBuilder$MainFOHandler.endElement(FOTreeBuilder.java:378) at org.apache.fop.fo.FOTreeBuilder.endElement(FOTreeBuilder.java:194) at org.apache.xml.serializer.ToXMLSAXHandler.endElement(ToXMLSAXHandler.java:261) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:118) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:114) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:114) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:114) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.transformer.TransformerImpl.applyTemplateToNode(TransformerImpl.java:2281) at org.apache.xalan.transformer.TransformerImpl.transformNode(TransformerImpl.java:1367) at org.apache.xalan.transformer.TransformerImpl.transform(TransformerImpl.java:709) at org.apache.xalan.transformer.TransformerImpl.transform(TransformerImpl.java:1284) at org.apache.xalan.transformer.TransformerImpl.transform(TransformerImpl.java:1262) at org.apache.fop.intermediate.AreaTreeParserTestCase.buildAreaTreeXML(AreaTreeParserTestCase.java:207) at org.apache.fop.intermediate.AreaTreeParserTestCase.setUp(AreaTreeParserTestCase.java:116) TEST-layoutengine-standard.txt: ------------------------------- Testcase: block_white-space-collapse_1.xml took 0,021 sec Caused an ERROR null java.lang.NoSuchMethodError at org.apache.fop.fo.flow.Character$FOCharIterator.remove(Character.java:276) at org.apache.fop.fo.RecursiveCharIterator.remove(RecursiveCharIterator.java:141) at org.apache.fop.fo.XMLWhiteSpaceHandler.handleWhiteSpace(XMLWhiteSpaceHandler.java:258) at org.apache.fop.fo.XMLWhiteSpaceHandler.handleWhiteSpace(XMLWhiteSpaceHandler.java:164) at org.apache.fop.fo.FObjMixed.endOfNode(FObjMixed.java:69) at org.apache.fop.fo.flow.Block.endOfNode(Block.java:145) at org.apache.fop.fo.FOTreeBuilder$MainFOHandler.endElement(FOTreeBuilder.java:378) at org.apache.fop.fo.FOTreeBuilder.endElement(FOTreeBuilder.java:194) at org.apache.xml.serializer.ToXMLSAXHandler.endElement(ToXMLSAXHandler.java:261) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:118) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:114) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:114) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:114) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.transformer.TransformerImpl.applyTemplateToNode(TransformerImpl.java:2281) at org.apache.xalan.transformer.TransformerImpl.transformNode(TransformerImpl.java:1367) at org.apache.xalan.transformer.TransformerImpl.transform(TransformerImpl.java:709) at org.apache.xalan.transformer.TransformerImpl.transform(TransformerImpl.java:1284) at org.apache.xalan.transformer.TransformerImpl.transform(TransformerImpl.java:1262) at org.apache.fop.layoutengine.LayoutEngineTester.runTest(LayoutEngineTester.java:164) at org.apache.fop.layoutengine.LayoutEngineTestSuite$LayoutEngineTestCase.testMain(LayoutEngineTestSuite.java:214) at org.apache.fop.layoutengine.LayoutEngineTestSuite$1.runTest(LayoutEngineTestSuite.java:193) Testcase: block_white-space-collapse_2.xml took 0,024 sec Caused an ERROR null java.lang.NoSuchMethodError at org.apache.fop.fo.flow.Character$FOCharIterator.remove(Character.java:276) at org.apache.fop.fo.RecursiveCharIterator.remove(RecursiveCharIterator.java:141) at org.apache.fop.fo.XMLWhiteSpaceHandler.handleWhiteSpace(XMLWhiteSpaceHandler.java:285) at org.apache.fop.fo.XMLWhiteSpaceHandler.handleWhiteSpace(XMLWhiteSpaceHandler.java:164) at org.apache.fop.fo.FObjMixed.endOfNode(FObjMixed.java:69) at org.apache.fop.fo.flow.Block.endOfNode(Block.java:145) at org.apache.fop.fo.FOTreeBuilder$MainFOHandler.endElement(FOTreeBuilder.java:378) at org.apache.fop.fo.FOTreeBuilder.endElement(FOTreeBuilder.java:194) at org.apache.xml.serializer.ToXMLSAXHandler.endElement(ToXMLSAXHandler.java:261) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:118) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:114) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:114) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.templates.ElemCopy.execute(ElemCopy.java:114) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.templates.ElemApplyTemplates.transformSelectedNodes(ElemApplyTemplates.java:393) at org.apache.xalan.templates.ElemApplyTemplates.execute(ElemApplyTemplates.java:176) at org.apache.xalan.transformer.TransformerImpl.executeChildTemplates(TransformerImpl.java:2411) at org.apache.xalan.transformer.TransformerImpl.applyTemplateToNode(TransformerImpl.java:2281) at org.apache.xalan.transformer.TransformerImpl.transformNode(TransformerImpl.java:1367) at org.apache.xalan.transformer.TransformerImpl.transform(TransformerImpl.java:709) at org.apache.xalan.transformer.TransformerImpl.transform(TransformerImpl.java:1284) at org.apache.xalan.transformer.TransformerImpl.transform(TransformerImpl.java:1262) at org.apache.fop.layoutengine.LayoutEngineTester.runTest(LayoutEngineTester.java:164) at org.apache.fop.layoutengine.LayoutEngineTestSuite$LayoutEngineTestCase.testMain(LayoutEngineTestSuite.java:214) at org.apache.fop.layoutengine.LayoutEngineTestSuite$1.runTest(LayoutEngineTestSuite.java:193) --snip-- I still experience one junit error (which is not listed above) which I am unable to fix so I am hoping this is maybe a problem with my setup. Here is the error below :- --snip-- junit-basic: [echo] Running basic functionality tests for fop.jar [junit] Testsuite: org.apache.fop.StandardTestSuite [junit] Tests run: 29, Failures: 1, Errors: 1, Time elapsed: 1.286 sec [junit] ------------- Standard Error ----------------- [junit] [WARN] PDFEncryptionManager - Cipher provider for RC4 not available. [junit] [WARN] PDFEncryptionManager - PDF encryption has been requested, JCE is available but there's no JCE provider available that provides the necessary algorithms. The PDF won't be encrypted. [junit] ------------- ---------------- --------------- [junit] Testcase: testConversions(org.apache.fop.util.UnitConvTestCase): Caused an ERROR [junit] null [junit] java.lang.NoSuchMethodError [junit] at org.apache.fop.util.UnitConvTestCase.testConversions(UnitConvTestCase.java:34) [junit] Testcase: testPDFEncodingWithStandardFont(org.apache.fop.render.pdf.PDFEncodingTestCase): FAILED [junit] 3 PDFE_TEST_MARK_ markers must be found expected:<3> but was:<0> [junit] junit.framework.AssertionFailedError: 3 PDFE_TEST_MARK_ markers must be found expected:<3> but was:<0> [junit] at org.apache.fop.render.pdf.PDFEncodingTestCase.checkEncoding(PDFEncodingTestCase.java:140) [junit] at org.apache.fop.render.pdf.PDFEncodingTestCase.runTest(PDFEncodingTestCase.java:104) [junit] at org.apache.fop.render.pdf.PDFEncodingTestCase.testPDFEncodingWithStandardFont(PDFEncodingTestCase.java:73) [junit] Test org.apache.fop.StandardTestSuite FAILED --snip-- Anyway, please try out the patch on the fop-0_94 branch. Adrian.",43156,APACHE ,Configuration,"The bug report is related to a configuration issue because it mentions 'jce provider available that provides the necessary algorithms' and 'PDF encryption has been requested, JCE is available but there's no JCE provider available'. This suggests that the problem is with the Java Cryptography Extension (JCE) being used for PDF encryption."
38444,Security - Now in JIRA,Configuration Bug Report,"Transform TRANSFORM_XPATH2FILTER subtract filter bug in 1,3 release","I'm trying to sign a document using the transform TRANSFORM_XPATH2FILTER, but I get a bad signature if I try to use ONLY the filter XPath2FilterContainer.SUBTRACT 1) Ex: String filters[][] = { {XPath2FilterContainer.SUBTRACT, ""//NotToBeSigned""} }; transforms.addTransform( Transforms.TRANSFORM_XPATH2FILTER, XPath2FilterContainer.newInstances(doc, filters) ); With this filter I always get the same DigestValue element inside SignedInfo, even with different xml sources. But, if I try to add the filter XPath2FilterContainer.INTERSECT including all nodes, then I get the right DigestValue and signature 2) Ex: String filters[][] = { { XPath2FilterContainer.INTERSECT, ""*"" },{ XPath2FilterContainer.SUBTRACT, ""//NotToBeSigned""} }; transforms.addTransform(Transforms.TRANSFORM_XPATH2FILTER, XPath2FilterContainer.newInstances(doc, filters)); The second example works both with the 1.3 and 1.2 releases, while the first one does not work with 1.3 release.",38444,APACHE ,Configuration,"The bug report is related to a specific configuration issue in the TRANSFORM_XPATH2FILTER, where using only the SUBTRACT filter results in an incorrect DigestValue element, but adding the INTERSECT filter resolves the issue. This suggests that there might be a misconfiguration or a bug in the XPath2FilterContainer.SUBTRACT functionality."
16266,CDT,Configuration Bug Report,NoClassDefFoundError IDebugViewAdapter,Using the Eclipse M5 Stable build. Using cdt-eclipse-R2-20020508.zip Also tried cdt-eclipse-R2-20020408.zip Installed Server code for cdt When I install Eclipse and try to run a Java application the application runs normal. After installing the cdt when I try to run a Java application from the Java perspective I get the following error: An internal error has occured. Failed to execute runnable (java.lang.NoClassDefFoundErrro: org/eclipse/debug/ui/IDebugViewAdaptor) See error log for more details. By searching eclipse.org for IDebugView I found that IDebugViewAdapter was renamed to IDebugView. This is what may be causing the problem. If the debug perspective is called from Eclipse it gives a similar error. Eliuth,https://bugs.eclipse.org/bugs/show_bug.cgi?id=16266,ECLIPSE,Configuration,"The bug report is related to configuration because the issue occurs after installing CDT and it's resolved by renaming a class. This suggests that there might be an incompatibility between the installed CDT version and the Eclipse build, or possibly a misconfiguration of the CDT installation."
222581,OCL,Configuration Bug Report,Bug resolving CollectionTypes in AbstractTypeResolver,"Created attachment 92440 [details] Easy patch to solve the bug. When resolving collectionTypes (Collection, Set, OrderedSet, Sequence, Bag), the unique instances from the OCL Standard Library should be returned when the type of the collection is T (instance of AnyType). The actual implementation tries to find the type in the collection package, and will create a new one when is not necessary.",https://bugs.eclipse.org/bugs/show_bug.cgi?id=222581,ECLIPSE,Configuration,"The bug report is related to configuration because it involves resolving CollectionTypes in AbstractTypeResolver, which suggests a problem with the implementation or setup of the OCL project. The description mentions trying to find the type in the collection package and creating a new one when not necessary, indicating an issue with how the project is configured."
495099,Papyrus,Configuration Bug Report,[SysML 1.4][releng] promote bug,"due to the change of eclipse version on the main hudson server, the publish script is not operational anymore [1] Downloading eclipse to /jobs/genie.papyrus/papyrus-sysml-deploy-eclipse/workspace/target/papyrus-sysml-neon-publish-tmp cp: cannot stat â€˜/home/data/httpd/download.eclipse.org/eclipse/downloads/drops4/R-4.4.2-201502041700/eclipse-SDK-4.4.2-linux-gtk-x86_64.tar.gzâ€™: No such file or directory tar (child): eclipse-SDK-4.4.2-linux-gtk-x86_64.tar.gz: Cannot open: No such file or directory tar (child): Error is not recoverable: exiting now tar: Child returned status 2 tar: Error is not recoverable: exiting now cp: cannot stat â€˜/home/data/httpd/download.eclipse.org/eclipse/downloads/drops4/R-4.4.2-201502041700/eclipse-SDK-4.4.2-linux-gtk-x86_64.tar.gzâ€™: No such file or directory [1]: https://hudson.eclipse.org/papyrus/view/Sysml/job/papyrus-sysml-deploy-eclipse/38/console",https://bugs.eclipse.org/bugs/show_bug.cgi?id=495099,ECLIPSE,Configuration,"The bug report is related to a configuration issue due to the change of Eclipse version on the main Hudson server, which caused the publish script to fail. This indicates that the problem lies in the environment or setup rather than the project itself."
202415,PDT,Configuration Bug Report,Debugger mapping - when an extra directory is added to the project - breakpoints are ignored,1. Create a project with debug.php file inside a dir 2. Create an Alias in apache and place the same file there -- see detailes in attached screenshot,https://bugs.eclipse.org/bugs/show_bug.cgi?id=202415,ECLIPSE,Configuration,"This bug report is related to configuration because it involves setting up an alias in Apache and mapping a file in Eclipse PDT, which suggests that the issue is with how the project is configured rather than a code-level problem."
296141,PDT,Configuration Bug Report,Run/Debug As -> PHP Script will not start if a configuration with xdebug was used before that,"1. Create a configuration for file1.php with xdebug selected. 2. Go to another file2.php and try Run As -> PHP Script (right-click in Editor or PHP Explorer or Run menu) The file does not run, a configuration for it is not created. Actually nothing happens. If you switch to Zend Debugger in the configuration of file1.php and try to run then again file2.php all works OK - the file runs and a new configuration for it is created. Same about Debug.",https://bugs.eclipse.org/bugs/show_bug.cgi?id=296141,ECLIPSE,Configuration,"The bug report is related to configuration because the issue occurs when switching between different debuggers (xdebug and Zend Debugger) in a project, which suggests that there's an issue with how Eclipse PDT handles debugger configurations."
350405,PDT,Configuration Bug Report,Incorrect default Launch URL when Run/Debug As PHP Web Page,"Created attachment 198627 [details] ad hoc patch Run > Run As(or Debug As) > PHP Web Page The default url in Launch URL is ""http:/localhost/..."" It should be ""http://localhost/..."" of course. This causes another problem. 1. Create new project ""php1"" 2. Create new file ""file1.php"" 3. Run > Run As > PHP Web Page 4. Modify URL such as ""http:/localhost/file1.php"" and run 5. Open run configuration for file1.php URL shows [http://localhost/][/localhost/file1.php] 5+. Run file1.php again Browser URL is ""http://localhost/localhost/file1.php"" (This doesn't occur on Windows)",https://bugs.eclipse.org/bugs/show_bug.cgi?id=350405,ECLIPSE,Configuration,"The bug report is related to configuration because it involves a specific default setting in the Run/Debug As PHP Web Page configuration, which should be 'http://localhost/' instead of 'http:/localhost/'. This indicates that the issue is with the configuration settings rather than the code itself."
18372,Platform,Configuration Bug Report,get rid of all fragment.properties in UI fragments,"All externalized strings for a fragment.xml (typically the fragment name and the provider name) must be placed in the plugin.properties file (!) of the corresponding plug-in. There is no such thing as a fragment.properties file. Here is an example that gives the general idea of it should look: in the org.eclipse.foo.win32 fragment fragment.xml <fragment id=""org.eclipse.foo.win32"" name=""%win32FragmentName"" provider-name=""%providerName"" version=""2.0.0"" plugin-id=""org.eclipse.foo"" plugin-version=""2.0.0"" /> in the org.eclipse.foo.linux fragment fragment.xml <fragment id=""org.eclipse.foo.linux"" name=""%linuxFragmentName"" provider-name=""%providerName"" version=""2.0.0"" plugin-id=""org.eclipse.foo"" plugin-version=""2.0.0"" /> in the org.eclipse.foo plug-in plugin.xml <plugin id=""org.eclipse.foo"" name=""%pluginName"" provider-name=""%providerName"" version=""2.0.0"" /> plugin.properties pluginName=Foo providerName=Eclipse.org win32FragmentName=Foo for Windows linuxFragmentName=Foo for Linux",18372,ECLIPSE,Configuration,"The bug report is related to configuration because it involves moving externalized strings from fragment.properties files to plugin.properties files, which suggests a change in the project's configuration settings."
18965,Platform,Configuration Bug Report,DBCS: DBCS file and path name,"Build F2 on WindowsXP Japanese, WebDAV",18965,ECLIPSE,Configuration,"The bug report is related to configuration because it involves a specific environment (Windows XP Japanese) and a build process (Build F2 on WebDAV), which suggests that the issue might be caused by incorrect or missing configuration settings."
100059,Platform,Configuration Bug Report,Adding a bug reports page to the Web site,"Adding a bug reports page to the Web site. This page shows various interesting queries such as bugs that are resolved, but not verified.",https://bugs.eclipse.org/bugs/show_bug.cgi?id=100059,ECLIPSE,Other,"The bug report is about adding a feature to the website and does not seem to be related to configuration issues, but rather a development task."
283581,RTSC,Configuration Bug Report,RTSC build profile should be set to 'whole_program_debug' in wizard page,"The ""RTSC Build-Profile"" combo box in the ""RTSC Configuration Settings Page"" of the (RTSC configuration) project wizard is set to 'debug' by default. It is suggested that the default value should be 'whole_program_debug'. The 'debug' profile was initially selected to provide a good build experience for new users of RTSC/BIOS6. To avoid the runtime overhead of the 'debug' profile be misconstrued as a performance overhead of RTSC by new users it is recommended that the default value of the build profile should be 'whole_program_debug'.",https://bugs.eclipse.org/bugs/show_bug.cgi?id=283581,ECLIPSE,Configuration,"This bug report is related to configuration because it involves changing a default setting in the RTSC project wizard, specifically the build profile from 'debug' to 'whole_program_debug', which suggests that the issue is with the configuration of the project settings rather than a functional or behavioral problem."
