Bug-ID;Project;Classification;Summary;Description;Link;Enviroment;Tags;Dataset
114673;z_Archived;Configuration;Remote Log Import with Filter does not work due to change in File Transfer behaviour;Remote log import with a filter from an HP-UX system fails with an error message that indicates the adapter file cannot be found. I'll attache the error window that contains the message. This problem occurs with any log file or log file type. I was using the TPTP 4.1 200510311029 driver. After debugging this problem I found that this is caused by a change in the Agent Controller file transfer functionality. The log import UI code tries to transfer the modified adapter file with filters to the remote machine. This is a temporary file and it doesn't know what OS the remote machine is so it first tries to transfer the file to c:\ on the HP machine. Previously this request threw an exception and then the code tried to transfer the file to /tmp, assuming the machine was a non-Windows machine. However, now the transfer to c:\ succeeds. It creates a file like /var/tmp/C:\GLA5668.adapter. Because the UI does not expect this it does not send the parser wrapper on the remote machine the correct adapter file name so the parser wrapper fails to find the adapter file. Scott Schneider told me he recently added new functionality that was required by the Test Project so a relative path can be specified for the target file on the putFile call. The file transfer server in the Agent Controller can then create the transferred file in the system temp directory. To fix this problem, the Log Import UI can be changed to exploit this new functionality. This new functionality was requested in bugzilla feature enhancement 107073 and the intention was to change the log import wizard to use it when it is available. If it is available now we should use it.;114673;ECLIPSE;;NABATS
56388;z_Archived;Configuration;Restore the UML2SD log interactions view as in AC1.2;Restore the UML2SD view as in AC1.2 such that log records of same timestamp are grouped together as one log record, and possibly provide a way to extend the log records information in a table/list for user to get more detail information.;56388;ECLIPSE;;NABATS
57051;z_Archived;Configuration;placeholder for the UML2SD view;"In order to make sure UML2SD views are alway opened at the same placeholder as all other Hyades views. Please add the following code in the plugin.xml of uml2sd.ui plugin <extension point=""org.eclipse.ui.perspectiveExtensions""> <perspectiveExtension targetID=""org.eclipse.hyades.trace.internal.ui.tracePerspective""> <view relative=""org.eclipse.ui.console.ConsoleView"" visible=""false"" relationship=""stack"" id=""org.eclipse.hyades.uml2sd.ui.view.SDView""> </view> </perspectiveExtension> </extension>";57051;ECLIPSE;;NABATS
58288;z_Archived;Configuration;"VE hangs; times out; then throws NPE doing pause/reload";Create a new visual class extending JFrame. Drop a button into the SOUTH region of the content pane. Set the font property using the property editor (e.g change the point size to 14). Select Pause... then Reload. The editor status shows 66% but never redraws. Eventually it times out and an error message displays showing a NPE was thrown. I'll attach the .log file for the stack trace.;58288;ECLIPSE;;NABATS
95241;z_Archived;Configuration;"(Plat) RAC plugin system has version number dependency in ""requires""";"When you create a RAC plugin, you put it in a subdirectory of the ""plugins"" directory. The name of the subdirectory serves as the plugin's name. Due to the way plugins are packaged in the build, the directory names for the TPTP plugins now have a version number on them, so today we have org.eclipse.hyades.execution_4.0.0, for example. The trouble is, the whole directory name is used to identify the plugin in the ""requires"" attribute of the <PluginConfiguration> element. This creates a critical version-to-version compatibility issue: if my third-party plugin depends on a TPTP plugin and the user installs a hypothetical version 4.0.1, my dependent plugin won't work any more, no matter how API-compatible the new version is. One possible solution (if you want to keep the version numbers in the RAC plugin directory names) is to change the RAC's processing of the ""requires"" attribute. If the ""id"" for a plugin you depend on is just the part before the first underscore instead of the whole directory name, then installing a new version won't break the dependency chain.";95241;ECLIPSE;;NABATS
104003;z_Archived;Configuration;Should remove some plugin dependencies from plugin.xml;"I notice that the plugin.xml in org.eclipse.tptp.platform.report.core contains plugin dependencies that aren't used. These dependecies are: <import plugin=""org.eclipse.ui.ide""/> <import plugin=""org.eclipse.ui.editors""/> Also the plugin.xml in org.eclipse.tptp.platform.report.ui contains plugin dependencies that aren't used: <import plugin=""org.eclipse.ui.ide""/> <import plugin=""org.eclipse.ui.workbench.texteditor""/> These should be removed from the plugin.xml file since there will be dependency issues for other products.";104003;ECLIPSE;;NABATS
103244;z_Archived;Configuration;(Provisional) Remote console feature not working if target OS is Linux.;In the technology preview version of the agent controller, console feature is not working if Linux is the target platform.;103244;ECLIPSE;;NABATS
88823;z_Archived;Configuration;Cannot add JFace support to project - NPE;On the creation of a brand new project, I added SWT library from the project classpath and checked the JFace support checkbox, and when I hit finish it threw a NPE and didnt add the SWT library to the classpath. Needs to be fixed for 1.1 M1.;88823;ECLIPSE;;NABATS
90544;z_Archived;Configuration;VE errors on M6;M6 packaged the SWT plugins/fragments into a single .jar. VE classpath and lib path contributors need to deal with this new packaging, and the fact the libraries are not loose on the file system anymore (-L to the target VM).;90544;ECLIPSE;;NABATS
97582;Bugzilla;Configuration;Broken link to download Chart::Base module;The Chart::Base module is unavailable from the link in the Bugzilla Guide. Can anyone suggest another link for downloading it? Without that I cannot see charts...;97582;MOZILLA;;NABATS
159681;Bugzilla;Configuration;"review: usedependencies must die; Patch v.2";Gervase Markham <gerv@mozilla.org> has requested review for bug #159593: usedependencies must die, attachment #93004 [details] [diff] [review]: Patch v.2. http://bugzilla.mozilla.org/attachment.cgi?id=93004&action=edit Additional Comments from Requester: Another review request - patch updated. Gerv;159681;MOZILLA;;NABATS
161624;Bugzilla;Configuration;"review: Problem with the regex in checksetup.pl to find dependancies.; v2";zach@zachlipton.com has requested review for bug #151619: Problem with the regex in checksetup.pl to find dependancies., attachment #90584 [details] [diff] [review]: v2. http://bugzilla.mozilla.org/attachment.cgi?id=90584&action=edit Additional Comments from Requester: Dave, did this fix your problem? If so, can you give this a second-review so we can check it in?;161624;MOZILLA;;NABATS
164502;Bugzilla;Configuration;"review: Importxml will fail if versioncache needs update; Fix - needed on 2.16 as well as 2.17";Joel Peshkin <bugreport@peshkin.net> has requested review for bug #164464: Importxml will fail if versioncache needs update, attachment #96588 [details] [diff] [review]: Fix - needed on 2.16 as well as 2.17. http://bugzilla.mozilla.org/attachment.cgi?id=96588&action=edit Additional Comments from Requester: This is a +1/-1 needed to get importxml to work. It will need a 2xr to go onto 2.16 I think (as well as being needed on 2.17);164502;MOZILLA;;NABATS
164505;Bugzilla;Configuration;"review: Importxml will fail if versioncache needs update; Fix - needed on 2.16 as well as 2.17";Joel Peshkin <bugreport@peshkin.net> has requested review for bug #164464: Importxml will fail if versioncache needs update, attachment #96588 [details] [diff] [review]: Fix - needed on 2.16 as well as 2.17. http://bugzilla.mozilla.org/attachment.cgi?id=96588&action=edit Additional Comments from Requester: This is a pretty clear-cut +1/-1. I think it needs a 2xr because it needs to go into 2.16 as well as 2.17 (and perhaps 2.14!!!);164505;MOZILLA;;NABATS
164551;Bugzilla;Configuration;"review: run checksetup.pl non-interactively (for use with cron jobs on test installs); Optionally non-interactive checksetup.pl";Joel Peshkin <bugreport@peshkin.net> has requested review for bug #123957: run checksetup.pl non-interactively (for use with cron jobs on test installs), attachment #96624 [details] [diff] [review]: Optionally non-interactive checksetup.pl. http://bugzilla.mozilla.org/attachment.cgi?id=96624&action=edit Additional Comments from Requester: Review of concept and approach first, code later.;164551;MOZILLA;;NABATS
165730;Bugzilla;Configuration;"review: If multiple cookies exist; the least significant is assigned.; Fix for both 121419 and 165685";Joel Peshkin <bugreport@peshkin.net> has requested review for bug #121419: If multiple cookies exist, the least significant is assigned., attachment #97321 [details] [diff] [review]: Fix for both 121419 and 165685. http://bugzilla.mozilla.org/attachment.cgi?id=97321&action=edit Additional Comments from Requester: Dave, It look like Jake had the right idea for both bugs. Please look this over (+3/-1);165730;MOZILLA;;NABATS
165928;Bugzilla;Configuration;"review: run checksetup.pl non-interactively (for use with cron jobs on test installs); v2";Joel Peshkin <bugreport@peshkin.net> has requested review for bug #123957: run checksetup.pl non-interactively (for use with cron jobs on test installs), attachment #97393 [details] [diff] [review]: v2. http://bugzilla.mozilla.org/attachment.cgi?id=97393&action=edit Additional Comments from Requester: OK.. error handling is fixed.;165928;MOZILLA;;NABATS
169533;Bugzilla;Configuration;"review: Linkify script to use GetBugLink on texts provided by user; Patch v.2";Gervase Markham <gerv@mozilla.org> has requested review for bug #108987: Linkify script to use GetBugLink on texts provided by user, attachment #99714 [details] [diff] [review]: Patch v.2. http://bugzilla.mozilla.org/attachment.cgi?id=99714&action=edit Additional Comments from Requester: Hey, kiko :-) You've commented in this bug that this looks like a useful feature, so do you feel like reviewing it? :-) Gerv;169533;MOZILLA;;NABATS
169853;Bugzilla;Configuration;"review: Templatise all calls to DisplayError; Patch v.1";Gervase Markham <gerv@mozilla.org> has requested review for bug #163114: Templatise all calls to DisplayError, attachment #99951 [details] [diff] [review]: Patch v.1. http://bugzilla.mozilla.org/attachment.cgi?id=99951&action=edit Additional Comments from Requester: Another patch on the path to full localisability :-) Gerv;169853;MOZILLA;;NABATS
173945;Bugzilla;Configuration;"review: Start using CGI.pm; v3";Bradley Baetz <bbaetz@student.usyd.edu.au> has requested review for bug #147833: Start using CGI.pm, attachment #102578 [details] [diff] [review]: v3. http://bugzilla.mozilla.org/attachment.cgi?id=102578&action=edit Additional Comments from Requester: round three... Please see the responses I madew to your other comments.;173945;MOZILLA;;NABATS
175125;Bugzilla;Configuration;"review: Fix site-navigation.html.tmpl to link to flags CGI and not attachments one; Patch v.1";Gervase Markham <gerv@mozilla.org> has requested review for bug #172875: Fix site-navigation.html.tmpl to link to flags CGI and not attachments one, attachment #101890 [details] [diff] [review]: Patch v.1. http://bugzilla.mozilla.org/attachment.cgi?id=101890&action=edit Additional Comments from Requester: Rubber-stamp job :-) Gerv;175125;MOZILLA;;NABATS
175431;Bugzilla;Configuration;"review: Start using CGI.pm; v5.1";Bradley Baetz <bbaetz@student.usyd.edu.au> has requested review for bug #147833: Start using CGI.pm, attachment #103434 [details] [diff] [review]: v5.1. http://bugzilla.mozilla.org/attachment.cgi?id=103434&action=edit Additional Comments from Requester: Feel like a 2nd go at this?;175431;MOZILLA;;NABATS
282505;Bugzilla;Configuration;perl 5.6: config.cgi dies when it tries to use Bugzilla::DB;"For some reason, config.cgi dies in perl 5.6 when it tries to ""use Bugzilla::DB"". Actually just removing this line from the code makes everything OK. config.cgi still compiles and runs properly.";https://bugzilla.mozilla.org/show_bug.cgi?id=282505;MOZILLA;;NABATS
3413;Core;Configuration;Trailing slash;"The JavaScript redirect is looking in the wrong folder for an html file, resulting in a 404 error. The code in the 204.40.42.155/~webteam/calendar/index.html file is this: <SCRIPT LANGUAGE=""JavaScript""> <!-- Stamp = new Date(); var Month; var MonthName; Month = (Stamp.getMonth() + 1) if (Month == 1) { document.location.href = ""january.html"" } if (Month == 2) { document.location.href = ""february.html"" } if (Month == 3) { document.location.href = ""march.html"" } if (Month == 4) { document.location.href = ""april.html"" } if (Month == 5) { document.location.href = ""may.html"" } if (Month == 6) { document.location.href = ""june.html"" } if (Month == 7) { document.location.href = ""june.html"" } if (Month == 8) { document.location.href = ""june.html"" } if (Month == 9) { document.location.href = ""september.html"" } if (Month == 10) { document.location.href = ""october.html"" } if (Month == 11) { document.location.href = ""november.html"" } if (Month == 12) { document.location.href = ""december.html"" } //--> </SCRIPT> The script will recognize the current month, but it will look in the /~webteam directory for the file instead of the /~webteam/calendar directory. Brad Nixon, fornixon@globalserve.net Found with the 3 March Win32 binary of NGLayout";3413;MOZILLA;;NABATS
